epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,train_gate_mean,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um
1,0.06846630247309804,0.06714398723561317,0.001322315360448556,117.78106460571288,0.43874664008617403,87.71574401855469,74.29181671142578,37.61748123168945,109.1202621459961
2,0.007261425931937992,0.006989447819069028,0.0002719780681218253,56.557769203186034,0.5302480340003968,74.25663757324219,66.07440185546875,22.57110023498535,88.50688934326172
3,0.0035225861938670278,0.00337347126333043,0.0001491149450885132,40.07334938049316,0.49834126234054565,54.37821578979492,46.093570709228516,13.233322143554688,68.17012023925781
4,0.002173944521928206,0.002031381387496367,0.00014256314016165562,33.39487028121948,0.45039392113685606,43.68731689453125,39.44272232055664,29.90467643737793,50.33820724487305
5,0.0016951337165664881,0.0015292738185962661,0.00016585991070314777,30.069542121887206,0.4320772632956505,43.349159240722656,37.60630798339844,24.69278907775879,52.34817886352539
6,0.0013278044440085067,0.001195354710216634,0.00013244973605424092,26.188879203796386,0.4330492213368416,43.13296127319336,38.65106201171875,22.875804901123047,50.48029708862305
7,0.0012139678990934044,0.001094256030046381,0.0001197118631353078,24.87657141685486,0.43344648331403735,50.57550811767578,48.883880615234375,11.026715278625488,55.164276123046875
8,0.0011275122145889328,0.0010155598720302805,0.0001119523524039323,24.712220191955566,0.4360173806548119,52.85800552368164,51.993797302246094,8.936758995056152,56.552024841308594
9,0.0008490053325658665,0.0007274949995917269,0.00012151032158271846,20.577697944641113,0.43163762539625167,43.0164680480957,38.10175323486328,20.724687576293945,51.07780838012695
10,0.0009076801667106338,0.0008010961479158141,0.00010658402376861886,20.51527519226074,0.4239718705415726,44.5234260559082,42.5472297668457,16.291324615478516,48.86145782470703
11,0.0008238793525379151,0.0007218923594336957,0.00010198699555985513,19.596605634689332,0.42788619101047515,42.62533187866211,36.873836517333984,41.71369171142578,50.626434326171875
12,0.000649438971595373,0.0005533536765142344,9.608529453544178e-05,17.183251523971556,0.4233971908688545,42.18601608276367,36.711307525634766,41.29756546020508,49.80324935913086
13,0.0006479695424786769,0.000529470804031007,0.00011849873553728684,17.646223735809325,0.42035662978887556,40.195899963378906,36.12311553955078,22.618976593017578,46.825260162353516
14,0.0006622386164963246,0.0005552848713705316,0.00010695374680835812,17.843395280838013,0.4157708898186684,42.730403900146484,42.68620300292969,10.880633354187012,44.60408401489258
15,0.0005620274998364039,0.0004461271833861247,0.00011590032218009583,15.751919984817505,0.41224666088819506,39.01838684082031,35.072750091552734,23.790706634521484,45.338321685791016
16,0.0005188110000744928,0.00042119188874494283,9.761910678207641e-05,15.862804222106934,0.4114411219954491,40.004478454589844,33.848087310791016,31.69131088256836,48.986419677734375
17,0.0006154271162813529,0.0005123171420564176,0.00010310997245142062,17.76090588569641,0.414909528195858,43.557037353515625,36.830909729003906,39.850772857666016,53.06423568725586
