epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um,lr
1,0.14255612529814243,0.11391532719135285,0.028640798898413776,157.38073348999023,103.51644134521484,109.45074462890625,54.093109130859375,98.52909851074219,3.8977260408732e-05
2,0.12014828883111477,0.0791264271363616,0.0410218620672822,128.08181343078613,90.74644470214844,92.81869506835938,72.94987487792969,89.03985595703125,0.00010980108914658706
3,0.04762365445494652,0.03331617396324873,0.014307480468414725,101.88877048492432,79.18824768066406,80.0425796508789,47.846256256103516,80.04595947265625,0.00019793491856072426
4,0.011158850858919322,0.007484587654471397,0.003674263251014054,62.24757843017578,45.034332275390625,39.06618881225586,16.111276626586914,55.16416549682617,0.0002703563977216445
5,0.007079666340723633,0.004447650862857699,0.002632015524432063,48.99370422363281,54.076900482177734,55.07831573486328,63.189971923828125,52.10011291503906,0.00029993034465004625
6,0.005571242689620703,0.003189289796864614,0.002381952875293791,41.78296308517456,49.30265808105469,44.350494384765625,44.17300033569336,56.48075485229492,0.00029530716888096783
7,0.005007122905226424,0.0032118982344400138,0.0017952246591448784,40.468732070922854,44.75996017456055,40.01414108276367,17.854713439941406,53.069149017333984,0.00028055884845135017
8,0.0037456086836755277,0.002197789971251041,0.0015478187327971683,33.86115036010742,43.356502532958984,38.9637451171875,25.513233184814453,50.58833312988281,0.00025676390901855137
9,0.0039854632457718255,0.0023984008410479875,0.001587062407634221,34.927610874176025,45.04985427856445,39.88788604736328,28.39403533935547,53.26758575439453,0.00022557114530680908
10,0.0033181353006511926,0.0018290854175575077,0.001489049888914451,30.737423610687255,42.679569244384766,37.66160583496094,28.992694854736328,50.50517272949219,0.00018914196076863317
11,0.003355281730182469,0.0017848145740572362,0.001570467185229063,29.566933727264406,41.68903732299805,36.23778533935547,22.441524505615234,50.475154876708984,0.0001500006
12,0.0031978040758986028,0.001802970262360759,0.0013948338135378435,29.362430763244628,41.62346267700195,35.766876220703125,23.890316009521484,50.871299743652344,0.00011085923923136684
13,0.003147920919582248,0.0016562495002290234,0.0014916713931597768,27.45840244293213,43.11079025268555,37.149925231933594,27.407712936401367,52.3707275390625,7.443005469319098e-05
14,0.0030507337884046136,0.0017094144714064896,0.001341319283528719,28.162301445007323,43.13160705566406,37.07510757446289,28.500896453857422,52.45396041870117,4.323729098144867e-05
15,0.0027551224164199086,0.0015221349895000458,0.0012329874298302457,26.41533546447754,42.21227264404297,35.957489013671875,25.60352325439453,51.93734359741211,1.9442351548649828e-05
16,0.0030720234441105275,0.0015181374590611085,0.001553885982139036,27.123301410675047,42.77472686767578,36.8259391784668,29.259241104125977,51.87568664550781,4.6940311190321654e-06
17,0.0030142647912725805,0.0016083484806586057,0.001405916335352231,27.76400032043457,42.68985366821289,36.32392120361328,27.774738311767578,52.45838165283203,1.4267696867404698e-08
