epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um,lr
1,0.20970340743660926,0.17011215053498746,0.03959125615656376,118.12509880065917,169.61741638183594,195.22605895996094,61.07646560668945,141.28292846679688,1.8842743335836982e-05
2,0.11736590005457401,0.08008973263204097,0.03727616872638464,139.80245399475098,119.79041290283203,132.42813110351562,107.10037994384766,103.14903259277344,3.87206520050126e-05
3,0.10732149723917246,0.0731251012533903,0.03419639710336923,126.33721351623535,90.03298950195312,88.52247619628906,67.25379943847656,93.60225677490234,6.974456729813273e-05
4,0.04056045953184366,0.028175267856568098,0.012385191372595727,98.09739227294922,88.11083221435547,91.43692779541016,48.73439025878906,86.0748519897461,0.00010896603519264784
5,0.010922503028996288,0.00793454113882035,0.002987961960025132,61.734421730041504,48.29228591918945,44.7021598815918,27.397789001464844,54.613243103027344,0.00015265752182665597
6,0.005550653988029808,0.0037885639700107276,0.0017620899627218023,43.71719970703125,45.204345703125,39.25922393798828,18.84850311279297,55.135372161865234,0.00019666667124185622
7,0.0046085883164778355,0.003084186834166758,0.0015244015085045248,40.400748348236085,50.524417877197266,44.70684051513672,24.672761917114258,60.246376037597656,0.00023681093741218304
8,0.0038032779120840132,0.002573655673768371,0.0012296222615987063,37.30919027328491,44.43044662475586,38.277339935302734,16.53192710876465,54.7492790222168,0.00026927508547917715
9,0.003455772250890732,0.0022276810894254597,0.0012280911178095266,34.6142333984375,45.189334869384766,35.87506103515625,13.830117225646973,60.10234451293945,0.0002909737844311852
10,0.002904676762409508,0.0019657606200780718,0.0009389161408762447,33.18447732925415,44.68332290649414,40.17792510986328,13.592138290405273,52.93248748779297,0.00029984483110639883
11,0.0022371873492375016,0.001515015255426988,0.0007221720647066831,29.54323148727417,45.985904693603516,42.94141387939453,13.929139137268066,52.278743743896484,0.00029905683525666046
12,0.002275346335954964,0.0015465985256014393,0.0007287478030775674,28.324255847930907,43.548301696777344,36.87097930908203,15.910796165466309,54.574676513671875,0.0002955496974465161
13,0.0020910023944452406,0.0013175227009924128,0.0007734797072771471,26.152274894714356,47.40381622314453,38.768470764160156,32.49303436279297,60.30864715576172,0.0002895102041916667
14,0.002360550040611997,0.001492772321216762,0.0008677776961121709,28.022998905181886,41.91533279418945,33.95180130004883,19.20471954345703,54.39894485473633,0.000281043434423521
15,0.001455256118788384,0.0010021080961450934,0.0004531480364676099,23.32919535636902,41.55331802368164,33.451393127441406,21.59649085998535,54.04910659790039,0.0002702966983686457
16,0.0016216691670706495,0.0010230910236714407,0.0005985781455819961,23.777235651016234,40.970306396484375,34.1299934387207,15.865808486938477,52.057220458984375,0.0002574569745520802
17,0.00121574469958432,0.0008520043091266416,0.0003637403897300828,21.31646337509155,40.77733612060547,34.07909393310547,18.99849510192871,51.45157241821289,0.00024274765662645324
18,0.0012145707063609735,0.0007256089083966799,0.0004889618030574638,19.50578365325928,42.318870544433594,35.84107208251953,9.682052612304688,53.394657135009766,0.00022642466662762997
19,0.0012367028190055861,0.0008510697487508878,0.0003856330709822942,21.27537522315979,40.71419143676758,34.21437454223633,13.100957870483398,51.49367141723633,0.00020877200228093182
20,0.0010083262983243912,0.0006357997277518735,0.00037252658221405,18.055348205566407,39.79061508178711,33.71549987792969,15.093343734741211,49.7934455871582,0.00019009679582871665
21,0.0009253090713173151,0.000596209032664774,0.00032910004156292414,17.952728700637817,41.10697555541992,35.427101135253906,12.11312484741211,50.842987060546875,0.00017072397034896937
22,0.0009518649327219464,0.0006229029866517521,0.00032896195116336455,17.42704586982727,40.077266693115234,32.81355285644531,18.66075325012207,51.50948715209961,0.00015099058653765884
23,0.0008197584218578413,0.0005230634749750606,0.00029669493524124845,16.82100052833557,41.191925048828125,34.05362319946289,11.166849136352539,53.01072311401367,0.0001312399783131242
24,0.0008076296886429191,0.0005019338816055097,0.00030569580449082425,15.781515073776244,39.83900833129883,32.76070022583008,16.754859924316406,51.12344741821289,0.00011181577927496228
25,0.000862177339149639,0.0004766014695633203,0.00038557586740353147,15.994991064071655,39.664127349853516,32.800514221191406,15.309708595275879,50.73444747924805,9.305594394887125e-05
26,0.0007072707230690867,0.0004152944740781095,0.00029197624935477505,14.772181844711303,40.84833908081055,33.535701751708984,21.796031951904297,52.19440841674805,7.528686783962061e-05
27,0.0007308201282285153,0.0004757290371344425,0.0002550910838181153,15.595057773590089,40.21778869628906,33.04328918457031,17.869457244873047,51.58731460571289,5.8817708595193456e-05
28,0.0007450823803083039,0.00045358214119914917,0.00029150024383852726,14.944095516204834,39.74747848510742,32.91115951538086,16.463741302490234,50.710445404052734,4.393500708608659e-05
29,0.0007665310200536624,0.00044401252234820275,0.0003225185035262257,15.27355785369873,39.70912551879883,32.72279357910156,17.352359771728516,50.81913375854492,3.089770198563912e-05
30,0.0007267737877555191,0.000427498560748063,0.00029927522627986035,14.651242542266846,39.690582275390625,32.69948196411133,17.531200408935547,50.794349670410156,1.9932624590881367e-05
31,0.0006684044928988442,0.0003914109416655265,0.00027699354686774316,14.402785730361938,39.81459426879883,32.89295196533203,18.29503631591797,50.78074645996094,1.1230552267866371e-05
32,0.0007005910389125347,0.00043031490422436037,0.00027027613905374894,14.429737281799316,39.675601959228516,32.85914993286133,15.725138664245605,50.65446090698242,4.942889186142457e-06
33,0.0006994385927100666,0.0004265478128218092,0.00027289078425383193,14.246384000778198,39.691646575927734,32.84178924560547,15.5452880859375,50.72941970825195,1.1790320930533884e-06
34,0.0007535075783380307,0.0004544299357803538,0.0002990776309161447,14.463524770736694,39.7678337097168,32.81806182861328,15.09683609008789,50.97782897949219,4.466959793746016e-09
