epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um,lr
1,0.2849742528051138,0.27882476449012755,0.0061494882451370355,109.93310279846192,240.9324188232422,254.7677459716797,336.58135986328125,215.58934020996094,3.8977260408732e-05
2,0.10180390682071447,0.096515728905797,0.005288177670445293,159.09675064086915,115.6626205444336,106.83134460449219,79.72608947753906,130.205810546875,0.00010980108914658706
3,0.03632636666297913,0.03428166308440268,0.0020447035727556794,92.51914806365967,90.31085968017578,110.0599594116211,110.60411834716797,61.695472717285156,0.00019793491856072426
4,0.005618224863428623,0.005122312775347382,0.0004959120888088364,51.511710739135744,61.54053497314453,55.60970687866211,33.66907501220703,71.55038452148438,0.0002703563977216445
5,0.003500622638966888,0.003057131380774081,0.00044349129602778704,41.59030656814575,55.558650970458984,45.57080841064453,20.409217834472656,71.64913940429688,0.00029993034465004625
6,0.003463979676598683,0.003061909653479233,0.0004020700012915768,40.10280876159668,67.2982177734375,72.56433868408203,62.19174575805664,60.35196304321289,0.00029530716888096783
7,0.002672760665882379,0.0022549634100869297,0.0004177972499746829,35.01677417755127,53.54940414428711,52.0493278503418,41.68183898925781,56.394554138183594,0.00028055884845135017
8,0.0026377946487627923,0.002267344854772091,0.0003704497907165205,35.69964227676392,52.92995071411133,51.845272064208984,39.403350830078125,55.30887985229492,0.00025676390901855137
9,0.0018896266352385282,0.001508804562035948,0.0003808220659266226,29.315956115722656,49.068824768066406,39.52692413330078,18.3547306060791,64.25448608398438,0.00022557114530680908
10,0.0018022083328105508,0.0013717102468945087,0.00043049808373325505,27.975993633270264,52.7901725769043,43.13671875,21.438961029052734,68.17145538330078,0.00018914196076863317
11,0.0014826633007032797,0.0010936891310848295,0.0003889741750754183,25.545745658874512,49.03934860229492,38.13679885864258,13.60837459564209,66.41236114501953,0.0001500006
12,0.001331236833357252,0.0009599418699508533,0.0003712949612236116,23.835387992858887,48.847286224365234,38.22193145751953,13.501165390014648,65.83167266845703,0.00011085923923136684
13,0.0013216434861533343,0.00096195156511385,0.00035969191339972894,23.796786308288574,46.55997085571289,37.769432067871094,17.1035099029541,60.62535858154297,7.443005469319098e-05
14,0.0011633329588221387,0.0007808759706676938,0.00038245698779064695,21.402142238616943,46.46281814575195,39.397544860839844,22.237802505493164,57.803443908691406,4.323729098144867e-05
15,0.001092217193217948,0.000737801035575103,0.00035441615618765355,21.52009334564209,46.99280548095703,40.009490966796875,22.334293365478516,58.24833679199219,1.9442351548649828e-05
16,0.001135061157401651,0.0008058270788751543,0.0003292340723419329,21.73812608718872,47.22837448120117,39.36439514160156,20.66600799560547,59.82492446899414,4.6940311190321654e-06
17,0.0010408396483398974,0.0007067517522955314,0.00033408790368412157,20.432987022399903,47.208309173583984,40.95427703857422,23.827754974365234,57.372779846191406,1.4267696867404698e-08
