epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,train_gate_mean,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um
1,0.08604908091947436,0.07971217627637088,0.0063369047886226324,120.80228729248047,0.4505606532096863,102.88948822021484,118.47929382324219,64.30581665039062,83.53841400146484
2,0.013660077238455415,0.011463878769427538,0.002196198474848643,70.21848030090332,0.49434117674827577,76.84723663330078,100.4928970336914,96.31107330322266,43.05853271484375
3,0.005729336466174573,0.004806160391308367,0.0009231760937836953,49.359983253479,0.4381009563803673,41.852352142333984,41.52923583984375,30.976604461669922,42.917869567871094
4,0.003948790137656033,0.00330148363718763,0.0006473065106547438,41.96798858642578,0.4227644309401512,39.96304702758789,41.3529167175293,35.3557243347168,38.304298400878906
5,0.002819548500701785,0.0023465559061151,0.00047299259749706836,36.09771099090576,0.41424666047096254,50.559226989746094,48.805572509765625,12.347907066345215,55.15760803222656
6,0.0024709204270038755,0.0019748309336137027,0.0004960894868418109,32.593911457061765,0.41098911464214327,42.84421157836914,42.186649322509766,12.343782424926758,45.48883819580078
7,0.0021740636671893298,0.0017757199966581538,0.00039834366398281416,32.963841152191165,0.4092030242085457,39.508750915527344,38.62543487548828,35.383975982666016,40.964351654052734
8,0.001625502310344018,0.0013191455858759583,0.0003063567080971552,27.352017211914063,0.41504341661930083,39.61070251464844,42.03083038330078,40.270442962646484,36.228267669677734
9,0.001314954538247548,0.0010072485136333853,0.00030770602024858816,24.518448925018312,0.4113117516040802,38.5942268371582,38.11481857299805,36.173316955566406,39.39459228515625
10,0.0012059979140758514,0.0009240710671292618,0.000281926839670632,23.300979804992675,0.4192737087607384,39.910152435302734,42.14750289916992,39.93715286254883,36.81633377075195
11,0.0013319209247129038,0.0010476880386704579,0.00028423288495105226,24.390898323059083,0.4182823061943054,37.298091888427734,36.21754837036133,22.726240158081055,39.620819091796875
12,0.0011191136902198196,0.0008847371675074101,0.00023437652016582432,21.61511926651001,0.4184800282120705,38.680763244628906,36.6130485534668,25.40663719177246,42.29402160644531
13,0.001016069168690592,0.0007637307775439694,0.0002523383856896544,21.51029782295227,0.42001994252204894,39.0629997253418,39.5908317565918,43.17719650268555,38.099334716796875
14,0.0009590358880814165,0.0007282424892764538,0.00023079340971889905,20.495423984527587,0.418951615691185,36.607547760009766,33.29043197631836,20.44235610961914,42.112152099609375
15,0.0009177069339784793,0.0006875129081890918,0.000230194024334196,19.645863246917724,0.4203926056623459,37.49633026123047,34.46990203857422,15.292302131652832,42.94284439086914
16,0.0009625004488043488,0.000727987645950634,0.00023451279957953375,20.512899160385132,0.4148972347378731,39.060611724853516,38.94392776489258,37.32095718383789,39.32088851928711
17,0.0008717475415323861,0.000624988715571817,0.0002467588161380263,19.22719931602478,0.4167471036314964,36.437660217285156,32.431739807128906,20.19866943359375,42.898468017578125
