family,name,split,variant,lam,epochs,seed,overall,flank,adh,fa
stage3_vision,vis_taylor_sym_l0.05_tslope_e17_s42,val,sym-T,0.05,17,42,46.46281814575195,39.397544860839844,22.237802505493164,57.803443908691406
stage3_vision,vis_taylor_sym_l0.05_tslope_e17_s42,test,sym-T,0.05,17,42,25.01011848449707,19.901884078979492,35.68171691894531,42.962642669677734
stage3_vision,vis_taylor_sym_l0.05_tslope_e17_s43,val,sym-T,0.05,17,43,38.39948654174805,33.64421081542969,22.356884002685547,46.01523971557617
stage3_vision,vis_taylor_sym_l0.05_tslope_e17_s43,test,sym-T,0.05,17,43,23.966720581054688,21.315078735351562,32.85282897949219,32.1944465637207
stage3_vision,vis_taylor_sym_l0.05_tslope_e17_s44,val,sym-T,0.05,17,44,38.279510498046875,33.13980484008789,18.167865753173828,46.69123840332031
stage3_vision,vis_taylor_sym_l0.05_tslope_e17_s44,test,sym-T,0.05,17,44,20.670278549194336,18.631324768066406,37.56645584106445,23.71540069580078
stage3_vision,vis_taylor_sym_l0.1_tslope_e17_s42,val,sym-T,0.1,17,42,46.994972229003906,40.27452850341797,24.982765197753906,57.71507263183594
stage3_vision,vis_taylor_sym_l0.1_tslope_e17_s42,test,sym-T,0.1,17,42,25.622098922729492,20.71974754333496,35.65011215209961,42.920650482177734
stage3_vision,vis_taylor_sym_l0.1_tslope_e17_s43,val,sym-T,0.1,17,43,38.7584342956543,34.027313232421875,22.921985626220703,46.327388763427734
stage3_vision,vis_taylor_sym_l0.1_tslope_e17_s43,test,sym-T,0.1,17,43,23.85774803161621,21.697189331054688,33.040367126464844,29.928363800048828
stage3_vision,vis_taylor_sym_l0.1_tslope_e17_s44,val,sym-T,0.1,17,44,38.856407165527344,33.422298431396484,18.81851577758789,47.670230865478516
stage3_vision,vis_taylor_sym_l0.1_tslope_e17_s44,test,sym-T,0.1,17,44,20.634977340698242,18.511301040649414,37.725563049316406,23.97216796875
stage3_vision,vis_taylor_sym_l0.5_tslope_e17_s42,val,sym-T,0.5,17,42,46.88822555541992,39.11351776123047,29.204931259155273,58.78388977050781
stage3_vision,vis_taylor_sym_l0.5_tslope_e17_s42,test,sym-T,0.5,17,42,26.531707763671875,22.434797286987305,34.921424865722656,40.98513412475586
stage3_vision,vis_taylor_sym_l0.5_tslope_e17_s43,val,sym-T,0.5,17,43,40.80857467651367,34.65030288696289,21.328460693359375,50.58700942993164
stage3_vision,vis_taylor_sym_l0.5_tslope_e17_s43,test,sym-T,0.5,17,43,22.23259925842285,20.283489227294922,36.31263732910156,25.819059371948242
stage3_vision,vis_taylor_sym_l0.5_tslope_e17_s44,val,sym-T,0.5,17,44,41.62346267700195,35.766876220703125,23.890316009521484,50.871299743652344
stage3_vision,vis_taylor_sym_l0.5_tslope_e17_s44,test,sym-T,0.5,17,44,22.307966232299805,20.182798385620117,39.01972198486328,25.77496337890625
stage3_vision,vision_only_ctrl_e17_s42,val,ctrl,0.0,17,42,46.17097854614258,39.01444625854492,20.645389556884766,57.72232437133789
stage3_vision,vision_only_ctrl_e17_s42,test,ctrl,0.0,17,42,24.7298641204834,19.512231826782227,36.293216705322266,42.850582122802734
stage3_vision,vision_only_ctrl_e17_s43,val,ctrl,0.0,17,43,37.872554779052734,33.16150665283203,21.612354278564453,45.44133758544922
stage3_vision,vision_only_ctrl_e17_s43,test,ctrl,0.0,17,43,24.270572662353516,20.982540130615234,32.38719177246094,35.4193000793457
stage3_vision,vision_only_ctrl_e17_s44,val,ctrl,0.0,17,44,37.640804290771484,32.96742248535156,17.976348876953125,45.37893295288086
stage3_vision,vision_only_ctrl_e17_s44,test,ctrl,0.0,17,44,20.656448364257812,18.673553466796875,37.42576217651367,23.50773048400879
stage3_fusion,t3gated_ctrl_e17_s42,val,ctrl,0.0,17,42,37.797996520996094,36.20314025878906,19.408769607543945,41.048797607421875
stage3_fusion,t3gated_ctrl_e17_s42,test,ctrl,0.0,17,42,21.520645141601562,18.917457580566406,40.07546615600586,26.317846298217773
stage3_fusion,t3gated_ctrl_e17_s43,val,ctrl,0.0,17,43,38.7701301574707,36.177486419677734,21.159244537353516,43.35569763183594
stage3_fusion,t3gated_ctrl_e17_s43,test,ctrl,0.0,17,43,19.973665237426758,17.5062198638916,29.593416213989258,27.236902236938477
stage3_fusion,t3gated_ctrl_e17_s44,val,ctrl,0.0,17,44,47.96461868286133,44.2693977355957,13.497743606567383,55.033363342285156
stage3_fusion,t3gated_ctrl_e17_s44,test,ctrl,0.0,17,44,23.905616760253906,22.455068588256836,38.72329330444336,25.051923751831055
stage3_fusion,t3gated_taylor_ceil_l0.05_tslope_e17_s42,val,ceil-T,0.05,17,42,38.049617767333984,36.026710510253906,16.088476181030273,42.0953254699707
stage3_fusion,t3gated_taylor_ceil_l0.05_tslope_e17_s42,test,ceil-T,0.05,17,42,22.045412063598633,19.97868537902832,40.7869758605957,24.486797332763672
stage3_fusion,t3gated_taylor_ceil_l0.05_tslope_e17_s43,val,ceil-T,0.05,17,43,39.368743896484375,36.338722229003906,21.103221893310547,44.59608459472656
stage3_fusion,t3gated_taylor_ceil_l0.05_tslope_e17_s43,test,ceil-T,0.05,17,43,19.887630462646484,17.61631965637207,30.142789840698242,26.09624671936035
