family,name,split,variant,lam,epochs,seed,overall,flank,adh,fa
stage3_fusion,t3gated_taylor_ceil_l0.05_tslope_e17_s44,val,ceil-T,0.05,17,44,49.094024658203125,44.4122428894043,12.62292766571045,57.64036178588867
stage3_fusion,t3gated_taylor_ceil_l0.05_tslope_e17_s44,test,ceil-T,0.05,17,44,23.878246307373047,22.45765495300293,37.776329040527344,25.210052490234375
stage3_fusion,t3gated_taylor_ceil_l0.1_tslope_e17_s42,val,ceil-T,0.1,17,42,38.0327262878418,35.718666076660156,25.38030433654785,41.951080322265625
stage3_fusion,t3gated_taylor_ceil_l0.1_tslope_e17_s42,test,ceil-T,0.1,17,42,21.466121673583984,18.73049545288086,39.268699645996094,27.085655212402344
stage3_fusion,t3gated_taylor_ceil_l0.1_tslope_e17_s43,val,ceil-T,0.1,17,43,39.50423049926758,35.79173278808594,24.35886573791504,45.49726104736328
stage3_fusion,t3gated_taylor_ceil_l0.1_tslope_e17_s43,test,ceil-T,0.1,17,43,19.79278564453125,17.516510009765625,30.916324615478516,25.7265682220459
stage3_fusion,t3gated_taylor_ceil_l0.1_tslope_e17_s44,val,ceil-T,0.1,17,44,50.15067672729492,44.52152633666992,11.827366828918457,60.11181640625
stage3_fusion,t3gated_taylor_ceil_l0.1_tslope_e17_s44,test,ceil-T,0.1,17,44,24.367176055908203,23.077659606933594,36.433677673339844,25.763338088989258
stage3_fusion,t3gated_taylor_ceil_l0.5_tslope_e17_s42,val,ceil-T,0.5,17,42,39.21977996826172,34.095375061035156,19.23616600036621,47.4395751953125
stage3_fusion,t3gated_taylor_ceil_l0.5_tslope_e17_s42,test,ceil-T,0.5,17,42,20.12110137939453,18.56420135498047,39.485477447509766,20.17182159423828
stage3_fusion,t3gated_taylor_ceil_l0.5_tslope_e17_s43,val,ceil-T,0.5,17,43,42.334041595458984,35.873600006103516,27.67452621459961,52.097389221191406
stage3_fusion,t3gated_taylor_ceil_l0.5_tslope_e17_s43,test,ceil-T,0.5,17,43,20.84248924255371,17.970643997192383,34.14985656738281,28.576496124267578
stage3_fusion,t3gated_taylor_ceil_l0.5_tslope_e17_s44,val,ceil-T,0.5,17,44,54.522315979003906,45.842140197753906,16.414165496826172,68.68806457519531
stage3_fusion,t3gated_taylor_ceil_l0.5_tslope_e17_s44,test,ceil-T,0.5,17,44,24.266138076782227,19.022703170776367,36.6073112487793,42.46268081665039
