epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um,lr
1,0.3045089550316334,0.2795638840645552,0.024945067893713712,110.247074508667,240.52772521972656,254.95974731445312,336.6842346191406,214.3269805908203,3.8977260408732e-05
2,0.11678991205990315,0.09739853329956531,0.019391378993168472,158.80543479919433,116.00761413574219,107.2923355102539,82.52449798583984,130.2309112548828,0.00010980108914658706
3,0.04216434801928699,0.03438869290985167,0.007775654923170805,92.11111412048339,95.88373565673828,120.60099029541016,127.13874053955078,59.68879699707031,0.00019793491856072426
4,0.006292456097435206,0.0053443254204466936,0.0009481306187808514,52.39651107788086,61.333309173583984,55.00829315185547,35.23112487792969,71.77290344238281,0.0002703563977216445
5,0.0036721315002068875,0.00304807789507322,0.0006240535964025185,40.88418083190918,55.46019744873047,46.74077606201172,22.59662437438965,69.64889526367188,0.00029993034465004625
6,0.0036267217132262886,0.00302131122443825,0.0006054104742361233,39.476237297058105,66.06094360351562,70.38610076904297,60.355533599853516,60.45418167114258,0.00029530716888096783
7,0.002690784021979198,0.0022202789841685444,0.00047050505854713266,34.78459548950195,52.398685455322266,49.82356262207031,39.151451110839844,56.81941604614258,0.00028055884845135017
8,0.0024463844019919634,0.0020023637916892767,0.00044402061612345276,33.54281177520752,53.779293060302734,52.845462799072266,42.34044647216797,55.81394958496094,0.00025676390901855137
9,0.0017842179804574698,0.0014161742030410096,0.00036804379342356695,28.622754859924317,48.457542419433594,37.72681427001953,15.333040237426758,65.44307708740234,0.00022557114530680908
10,0.0016539218020625412,0.001246231480035931,0.0004076903220266104,26.502548503875733,51.325687408447266,41.302581787109375,20.195154190063477,67.2035140991211,0.00018914196076863317
11,0.0013377364783082157,0.0010341148372390307,0.0003036216337932274,24.678426647186278,50.15070343017578,37.005496978759766,11.682056427001953,70.82090759277344,0.0001500006
12,0.0011593028117204084,0.0009040719625772909,0.0002552308331360109,22.808988952636717,48.65845489501953,38.433982849121094,15.726364135742188,64.9317626953125,0.00011085923923136684
13,0.0011840629100333898,0.0009262739185942337,0.0002577889845269965,23.48672981262207,46.05428695678711,37.962615966796875,19.679508209228516,58.95332336425781,7.443005469319098e-05
14,0.0010455751413246616,0.0007594814625917934,0.00028609366418095303,21.005690479278563,45.90791320800781,39.010833740234375,23.33248519897461,56.908782958984375,4.323729098144867e-05
15,0.0009476357488892972,0.0007225559515063651,0.0002250797908345703,21.058301830291747,46.01246643066406,37.871307373046875,19.736007690429688,58.973506927490234,1.9442351548649828e-05
16,0.0010023262031609193,0.0007764088557451032,0.00022591735505557154,21.190685272216797,46.422889709472656,38.37084197998047,20.488876342773438,59.23849868774414,4.6940311190321654e-06
17,0.0009414504980668426,0.0006981050668400712,0.00024334543268196286,19.972575759887697,46.51118469238281,39.96970748901367,23.592422485351562,57.04289245605469,1.4267696867404698e-08
