epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,train_gate_mean,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um
1,0.07587157562375069,0.0677649081684649,0.008106667708489113,113.92727108001709,0.4363152518868446,104.38612365722656,91.72797393798828,45.271751403808594,125.24535369873047
2,0.008124101255089045,0.006815034279134125,0.0013090668959193862,53.952267456054685,0.5340944141149521,78.89849090576172,65.98871612548828,21.926347732543945,99.98358154296875
3,0.004336249292828142,0.003626541857374832,0.0007097074529156088,41.34180393218994,0.4959731876850128,69.28748321533203,58.59002685546875,15.487706184387207,87.1343765258789
4,0.003312829992501065,0.0027033783087972553,0.0006094516615121392,36.99489660263062,0.44712555706501006,46.6196174621582,39.97562789916992,16.806922912597656,57.499027252197266
5,0.002551606815541163,0.0018558780953753739,0.0006957287347177044,32.344510555267334,0.4307590886950493,45.28970718383789,34.86773681640625,18.48739242553711,61.21939468383789
6,0.00215818410506472,0.001659221894806251,0.0004989622123503068,30.290110874176026,0.43184755444526673,53.291255950927734,47.01224136352539,10.604795455932617,64.39886474609375
7,0.001720713806571439,0.001327981354552321,0.0003927324449250591,25.312955856323242,0.4319547310471535,47.894256591796875,40.8537483215332,12.473855972290039,59.64083480834961
8,0.0016050608566729352,0.001237096480326727,0.00036796437398152194,26.204878520965575,0.4288222581148148,55.10344314575195,49.08282470703125,9.56219482421875,66.01639556884766
9,0.0011660092801321297,0.0008319868153193966,0.0003340224696557925,20.949591445922852,0.4248309269547462,46.803829193115234,37.30485534667969,16.41396141052246,61.66199493408203
10,0.0012210563596454448,0.0009089786108233966,0.0003120777476169678,20.634113359451295,0.4194689080119133,43.227882385253906,37.70508575439453,19.420278549194336,52.2159309387207
11,0.0011726124765118584,0.0008599906825111248,0.00031262179118130007,20.777436923980712,0.4232497066259384,45.360076904296875,36.966312408447266,33.715206146240234,57.62393569946289
12,0.0010206704944721423,0.0007387289864709601,0.0002819415146859683,18.7048819065094,0.41704068183898924,44.24428939819336,35.894039154052734,21.856672286987305,57.05937576293945
13,0.0009736046573380009,0.0006506137156975456,0.0003229909508718265,17.84485149383545,0.4161408096551895,44.42093276977539,37.16065216064453,10.828887939453125,56.36720657348633
14,0.0010841205745236947,0.0007969725382281467,0.0002871480199473808,20.847842311859132,0.4124994084239006,42.898399353027344,36.642601013183594,12.341275215148926,53.28363800048828
15,0.0010064339643577115,0.0006520232956972905,0.00035441067816464054,18.563488388061522,0.40755150765180587,43.14553451538086,35.2666015625,13.069910049438477,55.746734619140625
16,0.0010249039420159533,0.0007661323747015558,0.00025877156799651856,19.8482985496521,0.4062464743852615,46.14567184448242,36.45531463623047,31.20120620727539,60.389347076416016
17,0.0011957493581576273,0.0009128564939601347,0.00028289288447922443,22.48024663925171,0.40990525633096697,49.86655807495117,41.68535232543945,39.4088134765625,61.76907730102539
