epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,train_gate_mean,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um
1,0.07463102512992918,0.06918429643847049,0.005446729318646248,104.26486854553222,0.5303209304809571,96.2929916381836,82.87448120117188,63.9381103515625,116.68025207519531
2,0.00716971808578819,0.006074999389238655,0.001094718684180407,53.391927337646486,0.47205826789140704,70.90904998779297,53.81821060180664,11.355212211608887,97.9197769165039
3,0.004188443603925407,0.0033410074771381914,0.0008474361318803858,42.399519538879396,0.427009816467762,64.49557495117188,46.134708404541016,14.39057731628418,92.72386932373047
4,0.0034274179837666453,0.0028336393530480563,0.0005937786254435196,37.68219861984253,0.4178382709622383,66.08036804199219,49.90897750854492,18.983875274658203,91.11134338378906
5,0.0028251984622329473,0.0022730312601197513,0.0005521672108443453,34.490595149993894,0.4016895562410355,66.04195404052734,51.692543029785156,23.60841178894043,88.28937530517578
6,0.0021368697809521107,0.0016828632564283908,0.00045400651906675195,29.78128547668457,0.40275083780288695,63.28337860107422,48.57059860229492,17.445877075195312,86.22675323486328
7,0.0019445543293841183,0.0015571724070468917,0.0003873819288571667,28.77470245361328,0.3872358977794647,62.596153259277344,49.283790588378906,18.317602157592773,83.51527404785156
8,0.0014755435346160083,0.0010961745894746855,0.00037936894477752503,25.19483823776245,0.38741509765386584,56.15408706665039,45.84009552001953,14.201163291931152,72.79678344726562
9,0.0014251547603635118,0.0011106597725301982,0.0003144950029309257,24.681629943847657,0.3986704036593437,57.56477737426758,52.69559860229492,20.924551010131836,66.37976837158203
10,0.00123325941094663,0.000923517980845645,0.00030974142991908594,22.317181396484376,0.40500989407300947,61.139766693115234,50.52341842651367,15.972478866577148,78.38326263427734
11,0.0012819959287298844,0.0009594801318598911,0.0003225158143322915,22.601162433624268,0.40522711277008056,57.992122650146484,46.704002380371094,14.591181755065918,76.06356811523438
12,0.0012483668222557753,0.0009389693426783196,0.0003093974782132136,22.13456258773804,0.4015973895788193,57.9486083984375,46.84012985229492,14.920378684997559,75.75055694580078
13,0.0011709938175044955,0.0008596576459240169,0.0003113361754913058,21.620091724395753,0.39585195034742354,54.623634338378906,45.393943786621094,15.685444831848145,69.59609985351562
14,0.001035698057967238,0.0007609078005771152,0.00027479026425680786,20.041478967666627,0.3980485379695892,53.291202545166016,43.7824592590332,15.367256164550781,68.59163665771484
15,0.0010059083680971526,0.0007596781091706361,0.00024623027184134116,19.52579708099365,0.4028193309903145,52.06535339355469,46.49184799194336,20.211545944213867,61.58138656616211
