epoch,train_loss,train_mae_um,val_loss,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um,lr,seconds
1,0.05921204974874854,113.40007762908935,0.017846378833055496,88.21305847167969,83.5240478515625,40.67102813720703,97.39944458007812,0.0003,95.6971824169159
2,0.006182224955409765,54.58192310333252,0.008795184815923373,69.08468627929688,67.31697082519531,19.59182357788086,74.34453582763672,0.0003,57.1014883518219
3,0.0038069523056037725,44.88292217254639,0.005643088432649771,49.438873291015625,48.59251403808594,42.74924850463867,50.989349365234375,0.0003,56.135295391082764
4,0.0031959430547431112,41.60305109024048,0.008503845973561207,66.22689819335938,60.26936340332031,16.17298698425293,77.30945587158203,0.0003,57.802342653274536
5,0.0024510242394171653,36.593961238861084,0.007227772021045287,55.681575775146484,49.066680908203125,16.759366989135742,67.03919982910156,0.0003,55.18947243690491
6,0.0016666171373799442,30.52595911026001,0.00847696578130126,65.32234954833984,59.10553741455078,15.486649513244629,76.75086212158203,0.0003,50.633739709854126
7,0.0017204167030286043,30.56366672515869,0.008870514544347922,69.10987091064453,64.91124725341797,14.058516502380371,78.04584503173828,0.0003,46.55988430976868
8,0.00145826130756177,28.866927337646484,0.0063964876625686885,52.017757415771484,46.615928649902344,17.17780113220215,61.466468811035156,0.0003,51.32434320449829
9,0.0013433536689262838,28.040828800201417,0.008417434295018515,63.32761764526367,53.318416595458984,13.238448143005371,80.0120849609375,0.0003,52.09717774391174
10,0.001110234609222971,24.795913887023925,0.006897035473957658,55.01968765258789,49.541664123535156,23.222232818603516,64.40054321289062,0.0003,50.32434010505676
11,0.0007974827007274143,21.710622453689574,0.00853497381011645,66.4127197265625,61.24041748046875,11.084089279174805,76.71022033691406,0.0003,45.19704508781433
12,0.0007936921188957058,21.301612520217894,0.008560316935181618,65.27023315429688,56.22696304321289,8.314644813537598,81.01042175292969,0.0003,45.49707651138306
13,0.0006716962219798006,20.19029517173767,0.007256894214078784,55.9769401550293,48.99756622314453,10.543947219848633,68.20885467529297,0.0003,51.223761796951294
14,0.0006103017600253225,19.177789306640626,0.007406900245696306,58.683841705322266,54.57476043701172,9.225472450256348,67.17776489257812,0.0003,53.64767360687256
15,0.0006041319022187964,18.605936908721922,0.006636476243535677,52.276458740234375,47.578468322753906,17.561664581298828,60.74525451660156,0.0003,52.84660863876343
16,0.0004974188312189653,17.5618435382843,0.007733471027264993,61.204349517822266,54.17045211791992,10.274171829223633,73.82447814941406,0.0003,52.57307982444763
17,0.0004147411731537431,15.63814115524292,0.006919699233646194,55.027732849121094,47.283180236816406,12.19033145904541,68.16949462890625,0.0003,52.416478633880615
