epoch,train_loss,train_data_loss,train_phys_loss,train_mae_um,train_gate_mean,val_mae_overall_um,val_mae_flank_wear_um,val_mae_adhesion_um,val_mae_flank_wear+adhesion_um
1,0.08211578531190752,0.07903539966791868,0.003080384904933453,118.7716625213623,0.4521011024713516,106.1493148803711,123.84556579589844,67.77195739746094,83.87516784667969
2,0.012698573060333729,0.01213705437257886,0.0005615186774605263,70.94545402526856,0.4944499284029007,77.25801086425781,97.86238861083984,92.00575256347656,47.941097259521484
3,0.005517936695832759,0.005182634142693132,0.000335302559574302,52.04034843444824,0.43899504989385607,45.993995666503906,50.57781982421875,47.947357177734375,39.547454833984375
4,0.0035291665699332952,0.0032985154539346695,0.00023065110256865752,42.05915718078613,0.42035958766937254,40.80567169189453,43.060523986816406,39.4650993347168,37.765499114990234
5,0.0025645512621849777,0.0023806574987247585,0.00018389374921525813,36.52730760574341,0.4148987606167793,41.82392501831055,37.8592414855957,20.243906021118164,48.53170394897461
6,0.0023274883191334085,0.002062536936136894,0.0002649513608645293,33.29317655563354,0.41257654428482055,38.18284606933594,35.60266876220703,17.739501953125,42.912384033203125
7,0.0015359326731413602,0.001437076975707896,9.885570116239251e-05,29.79539785385132,0.40900360345840453,37.549076080322266,35.68741989135742,23.43182373046875,40.92551040649414
8,0.0014975615951698274,0.0014071837096707896,9.037788265686686e-05,28.320503997802735,0.41387972682714463,39.13984298706055,40.799564361572266,41.359012603759766,36.71962356567383
9,0.0011749017459806055,0.0010285131982527673,0.00014638854438544512,24.702728080749512,0.4106906920671463,38.034244537353516,36.493099212646484,34.143348693847656,40.385704040527344
10,0.0010919677690253593,0.0009923704172251746,9.959734749669935e-05,23.64516305923462,0.4197154030203819,41.57141876220703,43.075130462646484,46.34370803833008,39.221527099609375
11,0.0012818181654438376,0.001149307217565365,0.00013251095015220926,25.796581649780272,0.4180169939994812,38.353763580322266,37.27178955078125,24.88401222229004,40.615753173828125
12,0.001109386738971807,0.0009869366564089431,0.0001224500824502428,22.78042697906494,0.41469132751226423,40.62453842163086,37.93581008911133,15.998417854309082,45.74214553833008
13,0.0011633920454187318,0.0009961952222511173,0.0001671968215878117,24.518460845947267,0.41702177077531816,42.091121673583984,45.13097381591797,52.98519515991211,37.26970672607422
14,0.001028880526428111,0.0008953036609455012,0.00013357686564177129,22.441477680206297,0.41589552313089373,38.03112030029297,37.1490592956543,34.44147872924805,39.45451736450195
15,0.000888862153806258,0.000790375261567533,9.848688580404996e-05,21.1630220413208,0.4179899305105209,37.45335388183594,34.69778060913086,18.78985595703125,42.32401657104492
16,0.0008979755279142409,0.0007842298960895278,0.00011374563187587228,21.498582983016966,0.4117445915937424,37.43948745727539,38.36785888671875,36.14690017700195,36.22993469238281
17,0.0008251873208791949,0.0007085168690537103,0.0001166704645740424,20.134140920639037,0.41611451357603074,35.459598541259766,33.06736755371094,24.416156768798828,39.39442443847656
18,0.0008499693096382544,0.000718530458107125,0.0001314388530005317,20.26595582962036,0.4145890220999718,36.569725036621094,33.788333892822266,18.223081588745117,41.458045959472656
19,0.0007420626599923708,0.0006581658686627634,8.389678599769468e-05,18.426057481765746,0.4164257436990738,36.19852066040039,33.92787170410156,25.977426528930664,39.918514251708984
20,0.0006007145930198021,0.0004822113551199436,0.0001185032417303944,16.61917428970337,0.41501989513635634,36.813541412353516,32.97566604614258,24.68855857849121,42.80796813964844
21,0.0006252624378248583,0.0005571984707785305,6.806397219634164e-05,17.84326114654541,0.41208710223436357,37.24612045288086,35.15324401855469,32.69894027709961,40.39747619628906
22,0.00068566954578273,0.0005621267708193045,0.00012354276827863941,17.97041711807251,0.4159954562783241,35.3666877746582,33.94422912597656,29.18131446838379,37.68470764160156
23,0.0005408029901445843,0.0004243924340698868,0.00011641055477866758,15.085222387313843,0.41974407732486724,36.7947998046875,34.48624038696289,31.893049240112305,40.26445007324219
24,0.0005469834562973119,0.00047035397146828474,7.662948905817757e-05,15.992986822128296,0.4172672376036644,35.812957763671875,32.16158676147461,29.129831314086914,41.23991012573242
25,0.00047655918751843274,0.0004007926909253001,7.576649821032788e-05,14.967507219314575,0.41497951596975324,36.42893981933594,33.72238540649414,16.127641677856445,41.32505798339844
26,0.00043101189803564923,0.0003484972970909439,8.251460030379576e-05,13.563892698287964,0.41743395626544955,34.3403205871582,32.83216857910156,29.075788497924805,36.7243537902832
27,0.0004151136468863115,0.00031691817857790736,9.819546949927372e-05,13.488278675079346,0.4161625266075134,35.70267868041992,33.52015686035156,25.915374755859375,39.27617263793945
28,0.000427838657196844,0.00033765913467505017,9.017952302201593e-05,13.147043037414551,0.41554495245218276,35.11888122558594,33.5189208984375,23.114450454711914,38.01339340209961
29,0.00043284666680847294,0.00033129392613773234,0.00010155274292742434,13.346205186843871,0.4144364893436432,37.572288513183594,34.2851676940918,13.794154167175293,43.46868896484375
